Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
40,4000,NaN,0.97712684,0.17077097,-0.10654032,0.8323358,-0.09634275,-0.102148
81,8100,-109.32974248134633,0.60340035,-0.13992831,-0.101429604,0.8136301,-0.1344186,-0.101510555
122,12200,-58.20277829115304,0.5737491,-0.22449835,-0.100038506,0.8082897,0.025194624,-0.10414627
163,16300,-24.427322790884535,0.78343356,0.08076058,-0.105059735,0.77722514,-0.027539909,-0.10327553
204,20400,-18.952057689744883,0.77139354,0.08646934,-0.105153635,0.72311306,0.14306092,-0.10609471
245,24500,-1.4593730040932866,0.74500626,0.049247503,-0.10454137,0.743356,0.1261796,-0.10581174
286,28600,30.44633757177427,0.9673224,0.18092711,-0.10670738,0.75367683,0.14924411,-0.10618686
327,32700,19.455458259896492,0.9096398,0.13000944,-0.10586983,0.8002364,0.059958808,-0.10472064
368,36800,-1.9631456508232379,0.86298287,-0.023033917,-0.10335241,0.8349846,-0.055071715,-0.102823205
409,40900,61.69029363054839,0.6034126,0.3815172,-0.1100069,0.5277126,0.31005323,-0.10882777
450,45000,81.97744343826002,0.8647876,-0.1304811,-0.101585,0.77778417,-0.20058961,-0.100424744
491,49100,82.92795653058478,0.8869033,-0.038741928,-0.10309403,0.82830954,-0.027082982,-0.10328368
532,53200,76.76655389055179,0.8589705,-0.22126335,-0.10009172,0.8254604,-0.1784281,-0.10079028
573,57300,65.99463829232648,0.88370585,-0.032252252,-0.10320078,0.84663564,0.024547739,-0.10413693
614,61400,110.24007826136726,0.86938286,-0.2578969,-0.09948913,0.80187535,-0.15440774,-0.10119346
655,65500,121.12219197110754,0.75826335,-0.10229518,-0.102048635,0.8313246,-0.11544454,-0.101833746
696,69600,98.71125779236523,0.6429859,-0.13784842,-0.10146382,0.7901639,-0.15680818,-0.10115575
737,73700,129.20482612074167,0.9807516,0.29760578,-0.108626634,0.76467025,0.15686634,-0.106318116
778,77800,111.65606174933114,0.5401607,0.03318995,-0.10427724,0.72592044,0.05088422,-0.10456504
819,81900,136.09004393817204,0.98828036,-0.0051394617,-0.103646755,0.843984,0.03485767,-0.10430578
860,86000,167.75332846159847,0.97303975,-0.1795623,-0.10077766,0.8147751,-0.2024469,-0.1004115
901,90100,172.14789445948927,0.703139,-0.26991323,-0.09929147,0.8222285,-0.09979216,-0.10209247
942,94200,160.35994521774967,0.58004963,-0.09511635,-0.10216672,0.72236335,0.012709606,-0.10394007
983,98300,158.96859434751838,0.94617236,0.3800637,-0.10998299,0.73543835,0.12174525,-0.10574152
1024,102400,170.52616809512386,0.7136297,-0.24267553,-0.09973951,0.76995623,0.019406894,-0.10405058
1064,106400,188.48859403877154,0.5949428,0.18966566,-0.106851116,0.589604,0.23361358,-0.10757511
1105,110500,212.2253526088269,0.79686326,0.1719506,-0.10655972,0.8130193,0.119118884,-0.10569195
1146,114600,198.67357478942105,0.92546856,-0.039725408,-0.10307785,0.9393066,-0.054409053,-0.10283446
1187,118700,192.73308184414725,0.95521927,-0.0664541,-0.102638185,0.95107156,-0.10589849,-0.101985455
1228,122800,202.8043283382425,0.97162294,0.27177858,-0.1082018,0.914413,0.15014376,-0.10619453
1269,126900,221.92188191958428,0.9886129,-0.24645084,-0.099677406,0.88808656,-0.33641025,-0.09820249
1310,131000,183.53168551709737,0.9577784,0.1815746,-0.106718026,0.88368326,0.23352389,-0.10755658
1351,135100,241.61543030819655,0.8973138,-0.19118236,-0.100586526,0.87254864,-0.32080492,-0.09844078
1392,139200,219.269105149844,0.7050471,-0.0484352,-0.102934584,0.66592824,-0.020555958,-0.10339068
1433,143300,236.34414289093021,0.9346281,-0.20431642,-0.10037048,0.9386979,-0.16171996,-0.10106362
1474,147400,263.300834148933,0.7552899,0.21505725,-0.10726879,0.8022651,0.13784352,-0.105993465
