Distribution; Statistics; p-value; Parameters
alpha;0.026780603822284088;1.1789720524265668e-06;(27.445246328417305, -56.02028314537313, 4456.767105086919)
argus;0.4144;0.0;(1.771441553296314e-05, 83.069912337468, 42.83134817902805)
beta;0.006176022434459361;0.8401529982370262;(25.85211588744654, 19.78043592723965, 60.705674324971696, 81.10346618413517)
betaprime;0.012995527152032449;0.06825073440038854;(99072.48244098303, 3365.167753941285, -230.36113821895253, 11.444551248963876)
burr;0.022913288448511704;5.50522089179422e-05;(34.42527221542771, 0.8041743128171912, -0.717769918109674, 108.43872822863905)
burr12;0.01851798142969141;0.0021013704639835148;(26.88121704784586, 1.7365573648552897, 0.35723260505951426, 109.34764361449822)
cauchy;0.07745017079942929;1.5793176379436798e-52;(106.75676202627689, 3.651347201951501)
chi2;0.03197956056890938;2.6184096611038167e-09;(228.0328610544061, 44.304943536999644, 0.27264560397742665)
cosine;0.15352636421908833;3.7292272391292443e-205;(104.96868911056528, 6.95384391415008)
crystalball;0.012145527010608115;0.10463547666537003;(4.995108874463224, 23841.738643503093, 106.65300832044852, 5.885386333617788)
dgamma;0.029245771117476005;7.444871152439117e-08;(1.4054994954828661, 106.78657327897723, 3.3610162996760766)
dweibull;0.022383277563915338;8.898211980297252e-05;(1.28640970912932, 106.78645754316332, 5.085087530728351)
erlang;0.014652574178267708;0.027301490965154374;(1200.2630499107845, -97.25542483877854, 0.16988309969347892)
exponnorm;0.012141311022404788;0.10484988249584025;(0.029667780198329212, 106.4785102017371, 5.882931745439004)
f;0.01276439610743274;0.07688028622249737;(60883.03392638874, 81141.15932959679, -669.740285106285, 776.3772397137491)
fatiguelife;0.0147201740616546;0.026238550261974376;(0.013841339480732809, -318.7531747161695, 425.34780615580837)
fisk;0.023644316678130828;2.7870910625757667e-05;(74493.28186299858, -251512.15597669123, 251618.8506435234)
foldcauchy;0.08267908539022195;8.428590359838775e-60;(29.23422130671552, -0.08681759422183369, 3.654752189618127)
frechet_l;0.7930078624817717;0.0;(0.3036094151978569, 125.83640764217368, 1.3863560733929514)
gamma;0.01464524031452219;0.02741906585101027;(1215.4182822470902, -98.9820951111044, 0.16917962827003974)
gausshyper;7.753703581791351;0.0;(16.55832584814821, 26.631608607984464, -8.584573284324165, 25.185950485585487, 63.83330083539059, 88.71057716976237)
genextreme;0.016019712849263734;0.011802109168538672;(0.27265355166451355, 104.53599705111745, 5.929391717400971)
genlogistic;0.023581462907820483;2.9575605441981425e-05;(1.0193981228222895, 106.59468913022953, 3.403490077887886)
gennorm;0.011358720949269263;0.15141993424799532;(2.115458527861538, 106.64460243156398, 8.556372963707057)
gumbel_l;0.05547209065761216;3.743001586845372e-27;(109.57688414386453, 5.714323111217837)
gumbel_r;0.06799374799312574;1.3959226259515209e-40;(103.69215420540594, 5.942309423460239)
hypsecant;0.03069468551935317;1.3106897716374752e-08;(106.71205775822175, 4.05271230036411)
invgamma;0.025577823797725274;4.1543514786636985e-06;(229.86744933104495, 16.325952226861894, 20672.578776080045)
invgauss;0.04730952946610806;7.250116040682856e-20;(0.03426990669764732, 72.42758348342892, 999.3797274425567)
invweibull;0.08069039983547865;5.593946153827732e-57;(17.17462660621808, -0.36194372427785826, 103.88225779621942)
johnsonsb;0.006164711425088232;0.8417508888830595;(-0.8085073686245126, 3.8098309673413127, 55.777991082501714, 92.16750080659003)
johnsonsu;0.012420259768189723;0.09142782308301037;(-67648658.45014946, 149913622.32046592, -372609791.65201503, 798354953.2531219)
kstwobign;0.09678050480659817;8.80925253602041e-82;(79.86480350331205, 31.07316041727229)
laplace;0.05003307463916873;3.610506508102815e-22;(106.69039475621229, 4.723381084296032)
loggamma;0.009022301489981732;0.38965885274658096;(153.89285107986854, -260.2238175444579, 72.894207025778)
logistic;0.02346128865476338;3.311599610572681e-05;(106.6948701028745, 3.380779138092847)
loglaplace;0.0473997434001191;6.111275774785678e-20;(22.599108905384167, -0.37919984380804894, 107.06976319726866)
lognorm;0.013583084476957885;0.04994304263799831;(0.049290678832838955, -12.863702940715775, 119.44725704411641)
mielke;0.022913604344567573;5.503627192093947e-05;(27.69793512645525, 34.43917490670726, -0.7655496037488196, 108.48604000862161)
moyal;0.10560619689732031;2.692647037729988e-97;(102.45538953685183, 4.197609060858211)
ncf;0.1567507769362717;7.615881048913418e-214;(0.6639981589313865, 800.965122660466, 22507.52869283491, -104.25102227109485, 0.006217330084417916)
nct;0.25825069901177466;0.0;(24.176386412991494, 36.21323142009797, -0.306118682527132, 2.939959252190912)
norm;0.01214472740234318;0.10467611311701146;(106.65302072310703, 5.885388672537141)
norminvgauss;0.017566395180815042;0.004175932378110968;(5584.1891932528015, 5569.213784002928, -12.564199143267906, 8.74857789287452)
powerlognorm;0.011925754096246854;0.11630702287287273;(8.671743925059843, 0.18259179341590284, 51.97867539108482, 70.98006721553887)
powernorm;0.009702155501567167;0.3033038824114674;(1.4381718227267175, 108.68022664721558, 6.531464858596973)
skewnorm;0.012144733942618724;0.1046757806841982;(4.3881035638464025e-05, 106.65281461132827, 5.885388567959918)
t;0.012154514953314544;0.10417960459267969;(10066.07507705218, 106.65305590770052, 5.8848303288898975)
triang;0.1394293609363631;2.770683592644863e-169;(0.5817104041371457, 83.12496364070175, 42.719080906627)
tukeylambda;0.011396947914921296;0.1488116633661934;(0.15382412990759797, 106.64091949050837, 4.135813749676272)
vonmises_line;0.01208242431772244;0.10788284537914224;(281.37282958581477, 106.65521199090193, 98.64021433165877)
weibull_max;0.7930078624817717;0.0;(0.3036094151978569, 125.83640764217368, 1.3863560733929514)
