Distribution; Statistics; p-value; Parameters
alpha;0.03148575721350999;4.900586399601867e-09;(36.95129946346759, -102.03158711810204, 8921.907537382875)
argus;0.1663457457208269;9.007091430191742e-241;(0.5023758813573056, 110.89671246090231, 45.956622590510634)
beta;0.00491845826834475;0.968922010124402;(26.138996059597567, 10.276580607807137, 76.7979547215134, 87.44296391859669)
betaprime;0.032747637138115016;9.687567359629864e-10;(946.7487841771881, 1254.3668459730466, -9.858670375068815, 197.78436868219228)
burr;0.020160634624331486;0.0005897118155694475;(46.35636175710701, 0.6049201265810495, -0.8214572213897515, 143.0596898822302)
burr12;0.019288547817286672;0.001173441543595852;(30.152199809018935, 2.736755859231319, -1.2771121744102205, 147.27949019595644)
cauchy;0.0858436666817719;1.9657836005891268e-64;(140.00063649473685, 3.9635890309760624)
chi2;0.0376506236519335;9.731462195058149e-13;(191.540996210905, 75.61362866782022, 0.3337492962533144)
cosine;0.19778505255915493;0.0;(136.9444717258047, 8.291772755467221)
crystalball;0.023190904496149023;4.2618852892325664e-05;(19.21397909056001, 43300.48827457697, 139.56400763292396, 6.43133404175942)
dgamma;0.02697905340066864;9.524394825327935e-07;(1.4050041633904584, 139.6756815910337, 3.665079194557073)
dweibull;0.028350168770503725;2.0888244532956774e-07;(1.2885295039002171, 139.58171632754346, 5.549873198015266)
erlang;0.03080647361191169;1.14230893593523e-08;(341.96446174784387, 18.64663455081012, 0.3535506738314875)
exponnorm;0.023189723619570057;4.266556298949811e-05;(0.0300761979619765, 139.37074126310188, 6.428436486371181)
f;0.02465361669429955;1.0513303091442592e-05;(41103.47560597278, 75117.7648847324, -603.8402175071514, 743.3845015926588)
fatiguelife;0.028395121063104156;1.98493233967354e-07;(0.010028097339357313, -501.9419033731514, 641.4214539312486)
fisk;0.024535087841686787;1.1813548260810671e-05;(37.88294554139808, -0.49520263483410054, 140.1630531102231)
foldcauchy;0.09022873018790256;3.865974391409518e-71;(35.29504368459956, 0.01623922658987502, 3.9661339935661335)
frechet_l;0.7725114016611706;0.0;(0.32572435845873837, 156.85134163777468, 1.4074223886334833)
gamma;0.03285510844382389;8.413479258707659e-10;(296.43538841979876, 27.963319778421763, 0.37635318677938456)
gausshyper;0.014999445712864767;0.022225352756889444;(10.434305897031305, 3.296379518043871, -14.233178191180418, -0.4086497186289302, 108.05171981675201, 49.35596360170926)
genextreme;0.01268181890576886;0.0801794620701138;(0.34000477368547743, 137.4552331527355, 6.682405177688139)
genlogistic;0.023041659092734146;4.892539875634915e-05;(0.7439857545319872, 141.33106542427407, 3.2768928669047312)
gennorm;0.0237168210324753;2.602104778692577e-05;(2.041535557250356, 139.5508104634991, 9.190844175476268)
gumbel_l;0.04331820705210865;1.005180798441143e-16;(142.6946266505454, 5.892257800583864)
gumbel_r;0.08708098362088368;2.7232040607239644e-66;(136.27017318902222, 6.89448729141973)
hypsecant;0.027883231404744968;3.5315997671328447e-07;(139.80122548917177, 4.412984104921036)
invgamma;0.04826341339441376;1.1708237850479502e-20;(169.77688120619197, 53.78702047152728, 14461.642494514948)
invgauss;0.16851776340681698;4.33591854134328e-247;(0.14153425490232402, 106.82740070606138, 234.57571690940983)
invweibull;0.1019473928466641;1.0622479661863389e-90;(19.3152045135447, -0.40223211221744215, 136.50058129267572)
johnsonsb;0.0053145178289931705;0.940209742388451;(-2.24477088349973, 3.0686615396476213, 78.31098496684373, 91.25566158184888)
johnsonsu;0.008641045387191182;0.4441481895118932;(13.096032140001522, 8.36840018184, 188.7637749778168, 21.360219241227938)
kstwobign;0.11915361158067683;9.602616922746029e-124;(107.04232574524534, 37.932543030009896)
laplace;0.051848437038132134;8.935042869005326e-24;(139.90857425462946, 5.146170273184662)
loggamma;0.008506866160885307;0.46427671030682055;(9.505929011868009, 97.07963411809061, 19.325177853865043)
logistic;0.02221223584466958;0.0001036468361587598;(139.73731568794327, 3.6822768200387666)
loglaplace;0.05289579608270839;9.958930048152244e-25;(27.105369976089094, -0.44572554912278817, 140.35545924463617)
lognorm;0.023026226842807862;4.962601966467727e-05;(0.005664998362816646, -994.2398572203497, 1133.8070241714245)
mielke;0.024725177779152008;9.795953716172852e-06;(28.799730347718693, 46.50062731466612, -0.7987234076573805, 142.9837918604428)
moyal;0.1336846672916917;1.1758969485242343e-155;(134.86041301911655, 5.000483213123253)
ncf;0.2234876944735965;0.0;(14.730831640974865, 395.31453725539745, 457.1530497146995, -4.15847482413497, 4.460214103835099)
nct;0.036795771536908106;3.474992207477633e-12;(338.4511083023963, 30.212965135653207, -1.159812443361302, 4.647359133950076)
norm;0.02318998438446973;4.265524412057633e-05;(139.56402328345297, 6.4313230935083965)
norminvgauss;0.028588151391520822;1.5929614513002434e-07;(18124.58346966371, 18111.0174563627, -39.693095964843465, 6.939908572150763)
powerlognorm;0.418251891127156;0.0;(0.0021138953295247974, 0.064863375935489, 108.45261372281509, 4.224297441026231)
powernorm;0.009640000187289;0.3106028259623858;(6.013294994774546, 152.23815936419737, 9.989568732492797)
skewnorm;0.009821441775038187;0.2896340942247099;(-1.568095311997363, 145.42308417139134, 8.700042022970177)
t;0.023182422603940323;4.295544358485236e-05;(15050.049348368007, 139.56416866545726, 6.430890330988451)
triang;0.1760733392629811;1.0535034316334925e-269;(0.7056844239016908, 110.89728240637405, 45.96550822299341)
tukeylambda;0.022596646703379242;7.344147964474508e-05;(0.12419527297200467, 139.5803930322827, 4.336088803727391)
vonmises_line;0.022683092909907998;6.791138267580849e-05;(33.3723822120147, 139.57395646019555, 36.86847270465677)
weibull_max;0.7725114016611706;0.0;(0.32572435845873837, 156.85134163777468, 1.4074223886334833)
