Distribution; Statistics; p-value; Parameters
beta;0.004876171975742305;0.9713171311380597;(165.8133475073211, 55.878374626270556, -191.64541137046777, 366.3915728479187)
johnsonsb;0.004845804365605666;0.9729601528973447;(-5.427398156667143, 7.0672731861785305, -155.61186200452403, 348.8347892721505)
johnsonsu;0.004367153525441203;0.9910957418788148;(14.035985090533444, 14.481473714170296, 197.86454576399882, 102.09276045371766)
loggamma;0.00454770295724094;0.9858537605102394;(41.761882081364625, -172.35755143611135, 68.4826880584117)
powernorm;0.004900214298591998;0.9699707662211305;(2.202224648477765, 90.78528448244997, 13.23092451714766)
skewnorm;0.014837204341699717;0.024484688699876495;(-4.154802083805882e-06, 82.39558953689877, 10.660506095662011)
