Distribution; Statistics; p-value; Parameters
beta;0.005819024747180768;0.8873004659620181;(20.20071764581978, 14.111584635229953, 79.97000679810267, 30.6190770274048)
johnsonsb;0.005755060816967639;0.8949601755054766;(-0.9435635520513188, 3.2950940596882656, 78.169444799247, 34.81052243486425)
johnsonsu;0.008199902992690022;0.5119871179519777;(16.703611331939115, 18.602429953747475, 131.72388350511602, 32.901859865975695)
loggamma;0.008033707634365339;0.5386679906729401;(71.05530471155414, 7.3567071304353, 21.29486511524877)
powernorm;0.008429742192358258;0.4760543709814887;(1.7207085313229387, 99.32953985378552, 2.9529927332398413)
skewnorm;0.008468800318412018;0.4700712958703756;(-0.8921757091538486, 99.58602355748704, 2.992187447143089)
