Distribution; Statistics; p-value; Parameters
alpha;0.03116095131087021;7.361879636561642e-09;(23.120549817722946, -169.1618633558424, 5806.282683677924)
argus;0.18328831168831172;3.176850520900402e-292;(4.021595713358659e-05, 30.717442913044064, 85.54498193551157)
beta;0.006712412948659097;0.7584199851483995;(42.618444362122176, 20.268835915098006, -42.165749715879514, 183.84793649905362)
betaprime;0.0504718603935817;1.494580244703374e-22;(200.1283011567362, 80.66261926531195, -0.6745506038138278, 33.0141013598238)
burr;0.022811469933665507;6.0424492507308295e-05;(17.686073513078195, 0.525713289661635, -0.4894945749795456, 88.35007429616853)
burr12;0.0131966610945225;0.06142618464456679;(9.87934849488364, 3.69317629189442, 1.3958601893418254, 95.69855783434126)
cauchy;0.08040232091980137;1.415167929877219e-56;(82.84171091658615, 6.606147012739875)
chi2;0.023874399121882606;2.2396821912864168e-05;(259.94818835135334, -41.75258462931217, 0.47796810471189255)
cosine;0.22092078745207477;0.0;(77.41227540287187, 14.856552154063758)
crystalball;0.014221466962607454;0.03501913547342497;(1549.2297297288092, 256801.42390181017, 82.42706825338729, 10.748236712503175)
dgamma;0.036081893162172474;9.836579247350991e-12;(1.375215236382953, 82.15973356102563, 6.256751738750452)
dweibull;0.028378649327002348;2.022406378757634e-07;(1.2702819574274913, 82.23086453063743, 9.232395798651503)
erlang;0.021829592239244577;0.00014518892013807278;(399.13616068587294, -134.38868744326737, 0.5431726413709588)
exponnorm;0.014220068219437443;0.03504700901853643;(0.030397505862883208, 82.10064281178632, 10.74333206998717)
f;0.015802542755951332;0.013551469578063278;(240627.5932977345, 55387.76190204875, -1530.4409720511703, 1612.8080594677367)
fatiguelife;0.02327190293745046;3.952875619283276e-05;(0.023449802825321962, -373.6939632173033, 455.8576683406254)
fisk;0.0195499050096134;0.0009578412177100856;(57148130.09880019, -351381718.4516648, 351381801.0485603)
foldcauchy;0.09206584842637355;4.768515939799892e-74;(8.166420550378797, 30.754165722424283, 6.348665584882822)
frechet_l;0.0179558386919218;0.0031666035968843207;(3.4553997407447374, 116.528054161802, 37.89710084660305)
gamma;0.021067395950174372;0.0002792072384110111;(452.8226957529745, -148.6275465743396, 0.5102446212463767)
gausshyper;0.0372746499846347;1.7094602321088754e-12;(16.00750449036633, 0.7655654794073157, -17.769317495620626, -0.9899344158457692, 18.458704975502528, 137.88152222348685)
genextreme;0.801911346153433;0.0;(3.9037388105050326, 114.70701556210906, 6.057916677325361)
genlogistic;0.02063993667328934;0.0003988231242432313;(0.8826379400920412, 83.7545405833569, 5.881572184609879)
gennorm;0.015602892754221165;0.015361997431608257;(2.047032973434388, 82.4125406368675, 15.380621632928975)
gumbel_l;0.05082508930608831;7.306835354516259e-23;(87.71868590311973, 10.175928958447688)
gumbel_r;0.0773484610328189;2.1638380790366476e-52;(76.98346593693678, 11.27881253288709)
hypsecant;0.02874205351493414;1.3352653370016006e-07;(82.65869447967445, 7.375880401371376)
invgamma;0.031527595322687674;4.648886278365358e-09;(350.7060763030354, -122.10439697879315, 71501.24002616963)
invgauss;0.17135997482198279;1.763898602277276e-255;(0.08149842622085662, 29.14315968463093, 624.1923160578215)
invweibull;0.1364155345261331;4.608816246726854e-162;(5.950318221306212, -0.2321098749260559, 76.42547309459991)
johnsonsb;0.006744700495644129;0.7532058224922782;(-2.48568881931815, 4.2770599054714635, -46.599509769842626, 201.73016585225844)
johnsonsu;0.006283639283699016;0.8246505011390971;(13.872890644253623, 12.671361675591209, 191.1421173433642, 81.66914239609545)
kstwobign;0.9999;0.0;(30.68010398578859, 0.458772350787101)
laplace;0.046010174259086045;8.195139547465192e-19;(82.71488730261005, 8.591950574210717)
loggamma;0.006422071812995145;0.8039750860943441;(27.52604232564864, -101.82732146872912, 55.88787609068723)
logistic;0.019315683704284825;0.0011491122871523764;(82.5963158791042, 6.158783465311602)
loglaplace;0.049726033396899516;6.66221011523957e-22;(9.46422682901973, -0.194230487522965, 82.90990290955557)
lognorm;0.7650943564042039;0.0;(3.7663659404990866, 30.754164672692212, 1.5190359107829745)
mielke;0.02282277914437081;5.980401391746705e-05;(9.377693474480548, 17.777068572435322, -1.057465395234551, 88.89265804140442)
moyal;0.12505202105806812;2.9581391751367587e-136;(74.71448958267698, 8.208432338504721)
ncf;0.41930943857072617;0.0;(6.490692002868747e-07, 4.530694709012643, 6.828230010056533, 0.01691572094484292, 7.063356212543867e-06)
nct;0.012783924694523496;0.07611708226848694;(230.64574528028515, 8.450381972982953, -1.5544597530285866, 9.929112438427655)
norm;0.014221475671061357;0.03501896199601532;(82.42706803068955, 10.748236794821493)
norminvgauss;0.03391537273453121;2.0420372388932808e-10;(139.2978865277405, 118.91724259045017, -1.118208030029027, 51.04064048857256)
powerlognorm;0.007658803513908352;0.6005104183955781;(3.4947404030003266, 0.04195691723515256, -274.72995632321135, 371.53013840235303)
powernorm;0.007162425594362087;0.6840538441369891;(2.6106483786204473, 92.9030968762948, 13.910497659678313)
skewnorm;0.007125981089751765;0.6901737111580772;(-1.1490091633301769, 90.53194283678059, 13.461577485163883)
t;0.014237903254868012;0.03469305274890417;(271391.7217680082, 82.42662166169252, 10.74825417446894)
triang;0.1953406021127273;0.0;(0.6586666098289666, 30.74228016967639, 85.53129951868658)
tukeylambda;0.014502849998806577;0.029792181472726584;(0.1241695276384249, 82.43493069172062, 7.249604045987995)
vonmises_line;0.014118373623928815;0.03712633614813494;(95.8273013153344, 82.42697370960927, 104.93719237732482)
weibull_max;0.0179558386919218;0.0031666035968843207;(3.4553997407447374, 116.528054161802, 37.89710084660305)
