Distribution; Statistics; p-value; Parameters
beta;0.006712412948659097;0.7584199851483995;(42.618444362122176, 20.268835915098006, -42.165749715879514, 183.84793649905362)
johnsonsb;0.006744700495644129;0.7532058224922782;(-2.48568881931815, 4.2770599054714635, -46.599509769842626, 201.73016585225844)
johnsonsu;0.006283639283699016;0.8246505011390971;(13.872890644253623, 12.671361675591209, 191.1421173433642, 81.66914239609545)
loggamma;0.006422071812995145;0.8039750860943441;(27.52604232564864, -101.82732146872912, 55.88787609068723)
powernorm;0.007162425594362087;0.6840538441369891;(2.6106483786204473, 92.9030968762948, 13.910497659678313)
skewnorm;0.007125981089751765;0.6901737111580772;(-1.1490091633301769, 90.53194283678059, 13.461577485163883)
