Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
163,16300,-78.83560614749429,0.7591853,-0.29114082,-0.0989423,0.7832826,-0.3275067,-0.09830778
245,24500,-11.530715920439583,0.75092715,0.20356867,-0.10707981,0.65623164,0.10873185,-0.10552023
327,32700,26.058622385108823,0.9542605,-0.10418837,-0.10201749,0.81262904,-0.04254078,-0.10302851
409,40900,41.116746868850285,0.8710496,0.028470395,-0.10419961,0.75377774,0.09375488,-0.10527578
491,49100,52.63254887947113,0.59340674,0.2590462,-0.107992366,0.5608426,0.23185052,-0.107571
573,57300,79.20113369858316,0.8363395,0.18531196,-0.1067795,0.7191601,0.11711313,-0.10564977
655,65500,71.77655630291117,0.85847473,-0.2700342,-0.099289484,0.850138,-0.19333066,-0.100541465
737,73700,134.42908533163745,0.6078375,-0.13380082,-0.101530395,0.6935664,-0.09032843,-0.10223451
819,81900,115.93298227189354,0.92640084,-0.14109164,-0.10141047,0.8004672,-0.25045788,-0.09957675
901,90100,114.67458514434237,0.52240914,-0.04425732,-0.1030033,0.72005963,0.046062954,-0.10449105
983,98300,150.26782791346847,0.94597715,-0.062581815,-0.10270188,0.795027,-0.033325233,-0.10318485
1064,106400,198.28763575259518,0.92023474,-0.088147394,-0.102281354,0.87025326,-0.17603171,-0.10083822
1146,114600,221.8607612216058,0.65510416,-0.18832284,-0.10063356,0.5865275,-0.18996777,-0.10061722
1228,122800,218.9643651882047,0.76882964,-0.22563829,-0.10001975,0.7554184,-0.26767164,-0.0993158
1310,131000,208.67794873148657,0.94236106,0.36298558,-0.10970207,0.80862606,0.30305302,-0.10872266
1392,139200,213.2465485538459,0.69898534,0.37085468,-0.10983151,0.57998234,0.27946076,-0.10833972
1474,147400,145.6921660613408,0.96569073,-0.053750522,-0.10284715,0.90304416,-0.1976747,-0.10048902
