Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
5,500,NaN,0.68516743,-0.0062351613,-0.10362873,0.7481133,0.09456275,-0.10528019
10,1000,NaN,0.6452521,0.28048807,-0.10834506,0.7351164,0.08361417,-0.105113275
15,1500,-121.71335990746937,0.9609321,-0.017260943,-0.10344737,0.7478049,0.06715892,-0.10483628
20,2000,-121.71335990746937,0.88599896,-0.22904757,-0.09996368,0.78600824,0.13227454,-0.10589312
25,2500,-107.4318708560221,0.6845748,-0.1812917,-0.10074922,0.7924152,-0.10599034,-0.101990834
30,3000,-107.4318708560221,0.54668164,0.13897708,-0.106017336,0.64994794,0.1369916,-0.10598839
35,3500,-69.12111103609843,0.5328703,0.35931617,-0.10964171,0.6670929,0.14852254,-0.10617809
40,4000,-69.12111103609843,0.97055316,-0.039802797,-0.10307658,0.70753753,0.044691034,-0.10447125
46,4600,-65.75399710092738,0.5845092,0.34830496,-0.109460585,0.7205684,0.021438247,-0.10408435
51,5100,-65.75399710092738,0.96129405,0.17602763,-0.10662679,0.761733,0.031500563,-0.104257114
56,5600,-54.87810206082695,0.8409892,-0.20446008,-0.10036812,0.7761348,-0.02891275,-0.10325747
61,6100,-54.87810206082695,0.63122755,0.15746574,-0.10632146,0.7537834,0.0960303,-0.1053196
66,6600,-40.239517467538974,0.91813457,-0.009474202,-0.10357545,0.81524694,-0.022468794,-0.103360176
71,7100,-40.239517467538974,0.8704133,0.36434567,-0.10972444,0.7625832,0.09935445,-0.105371885
76,7600,-22.918709811759584,0.91696155,-0.17515165,-0.10085022,0.8479189,-0.21339674,-0.10021515
81,8100,-22.918709811759584,0.55334216,-0.13570179,-0.101499125,0.72101015,-0.061916467,-0.10271005
87,8700,-17.54158197222094,0.9331488,-0.041657556,-0.10304607,0.78959674,-0.083043434,-0.102358826
92,9200,-17.54158197222094,0.968478,0.2471114,-0.10779605,0.8079385,-0.049541306,-0.102924824
97,9700,-10.866639062232387,0.9777948,0.25201666,-0.10787673,0.7356844,0.17495357,-0.10665048
102,10200,-10.866639062232387,0.8566181,-0.055696864,-0.10281514,0.8277756,-0.081374,-0.10239503
107,10700,-15.685240746337755,0.8642119,0.28641722,-0.10844259,0.6848509,0.20839445,-0.10717269
