Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
40,4000,NaN,0.95025516,-0.21936853,-0.10012289,0.6949447,0.23178796,-0.10756288
81,8100,-78.58803694893751,0.88721174,0.31226867,-0.108867824,0.7854168,-0.0026716737,-0.10368596
122,12200,-75.04864480580136,0.69151944,-0.27696502,-0.09917548,0.818952,-0.04955981,-0.10291788
163,16300,-48.88166249047621,0.99767166,-0.008874143,-0.103585325,0.7514625,-0.09533155,-0.102160126
204,20400,5.359292727015846,0.8562834,0.19073048,-0.10686863,0.6665246,0.24441352,-0.10776838
245,24500,3.4562480948525636,0.70219445,0.1868638,-0.106805034,0.6978974,0.22426078,-0.10741152
286,28600,25.406807290586226,0.6753699,-0.09422681,-0.10218135,0.784963,0.035536427,-0.104316756
327,32700,45.254504803024176,0.96066844,-0.03800093,-0.103106216,0.8203083,-0.1772621,-0.100812435
368,36800,40.622352479939416,0.9360722,0.23517643,-0.10759973,0.7483078,0.2525431,-0.10790663
409,40900,50.81241193641133,0.7385466,-0.03529248,-0.10315077,0.7526881,-0.07426825,-0.10251111
450,45000,94.16040364608483,0.9810488,-0.27465218,-0.099213526,0.8590734,-0.26531565,-0.099350296
491,49100,118.63404382354281,0.5056643,-0.08439362,-0.1023431,0.7045081,-0.059778675,-0.10274866
532,53200,146.5965926568602,0.98884475,-0.26870906,-0.099311285,0.78948945,-0.27722067,-0.099175885
573,57300,105.28818858190617,0.71920013,0.13009588,-0.10587125,0.7355613,0.20535536,-0.10712645
614,61400,135.035322579407,0.99120486,0.22549586,-0.107440494,0.81801987,0.1709579,-0.106551215
655,65500,168.36057901814738,0.6243466,0.246332,-0.10778323,0.7281464,0.16861765,-0.106497414
696,69600,115.39637031308655,0.97087157,0.30485412,-0.10874586,0.80582476,0.16264457,-0.10640648
737,73700,198.50729244923093,0.92307186,-0.044518907,-0.102999,0.8232253,-0.11464841,-0.10184941
778,77800,198.21222789337529,0.5951373,0.020407237,-0.104066975,0.7275319,-0.038501363,-0.103102885
819,81900,182.5547041427359,0.59564,0.08287422,-0.1050945,0.68808764,0.08896269,-0.105199255
860,86000,195.03896871633683,0.512707,0.21094678,-0.107201174,0.7138087,0.16549933,-0.10644936
901,90100,200.29693120309162,0.80319136,0.28953263,-0.108493835,0.69133985,0.19309536,-0.10690939
942,94200,207.8946246317354,0.93840224,0.38356853,-0.11004064,0.7563189,0.11937507,-0.10569853
983,98300,195.5680255804125,0.98504186,-0.26653704,-0.09934701,0.78199893,-0.021991523,-0.10336903
1024,102400,205.45760028800225,0.8597225,0.36961225,-0.109811075,0.7699496,0.019412102,-0.104050644
1064,106400,195.54017687755027,0.9565281,0.35728785,-0.109608345,0.8644076,0.35906324,-0.109614186
1105,110500,212.84522847248772,0.9571902,0.13786593,-0.10599906,0.9597433,0.17921019,-0.10667782
1146,114600,204.25030670971043,0.6927725,0.029246867,-0.10421238,0.71878046,-0.06861266,-0.10260706
1187,118700,208.569321836208,0.9681101,0.050241135,-0.104557715,0.9781494,-0.05369823,-0.1028509
1228,122800,237.8746728151199,0.87806696,0.32658502,-0.109103315,0.8815804,0.20607169,-0.10712739
1269,126900,254.05451676957418,0.6541655,0.1216537,-0.10573239,0.66293234,0.048772056,-0.10453475
1310,131000,254.23282591199433,0.91538185,0.24571787,-0.107773125,0.9112342,0.23408268,-0.10758921
1351,135100,249.03417897278715,0.9475295,0.25772688,-0.10797066,0.8630918,0.2887323,-0.108483694
1392,139200,270.7994618776352,0.9831485,0.18660367,-0.10680075,0.9199552,0.1862295,-0.10679223
1433,143300,245.7362997799662,0.78370845,-0.25705126,-0.09950304,0.81919146,-0.31839997,-0.09849463
1474,147400,272.6683531921968,0.9751781,0.30312148,-0.10871736,0.8841602,0.22346237,-0.107422456
