Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
40,4000,NaN,0.95025516,-0.21936853,-0.10012289,0.7479538,0.100664295,-0.10538929
81,8100,-83.37894199361476,0.88721174,0.31226867,-0.108867824,0.8136619,-0.026579699,-0.10329197
122,12200,-78.64400600987258,0.69151944,-0.27696502,-0.09917548,0.79891545,-0.059957124,-0.102743186
163,16300,-69.86970025386367,0.99767166,-0.008874143,-0.103585325,0.7678104,-0.009701534,-0.10356876
204,20400,-37.74069939918218,0.8562834,0.19073048,-0.10686863,0.7216599,0.168755,-0.106513135
245,24500,-51.360162776610345,0.70219445,0.1868638,-0.106805034,0.7567315,0.16622311,-0.10646642
286,28600,-34.96318649956685,0.6753699,-0.09422681,-0.10218135,0.79256517,-0.013725124,-0.10350713
327,32700,-18.69943140201152,0.96066844,-0.03800093,-0.103106216,0.7952478,-0.15152979,-0.101239786
368,36800,-11.372955544015106,0.9360722,0.23517643,-0.10759973,0.73129064,0.14320144,-0.1060978
409,40900,-1.850355685573172,0.7385466,-0.03529248,-0.10315077,0.7747375,-0.11017372,-0.101917036
450,45000,24.413223797503726,0.9810488,-0.27465218,-0.099213526,0.84704614,-0.19404165,-0.100538634
491,49100,40.48692666582363,0.5056643,-0.08439362,-0.1023431,0.8007869,-0.055646922,-0.102818936
532,53200,61.70386458335301,0.98884475,-0.26870906,-0.099311285,0.7786798,-0.33629614,-0.0981994
573,57300,21.244171787386165,0.71920013,0.13009588,-0.10587125,0.7520928,0.13032126,-0.1058773
614,61400,47.715117231333934,0.99120486,0.22549586,-0.107440494,0.75033957,0.1342309,-0.10594296
655,65500,64.89618494468888,0.6243466,0.246332,-0.10778323,0.7145504,0.17161354,-0.10655183
696,69600,-2.895259600484836,0.97087157,0.30485412,-0.10874586,0.7458581,0.12877627,-0.10585284
737,73700,85.1578481465728,0.92307186,-0.044518907,-0.102999,0.7985856,-0.08658959,-0.10230528
778,77800,64.20293638867197,0.5951373,0.020407237,-0.104066975,0.7504211,0.041307766,-0.10440981
819,81900,52.025051974587385,0.59564,0.08287422,-0.1050945,0.7191562,0.101528905,-0.10540008
860,86000,51.441216104975375,0.512707,0.21094678,-0.107201174,0.7510649,0.09697018,-0.10533138
901,90100,64.9514529854018,0.80319136,0.28953263,-0.108493835,0.7011723,0.16753188,-0.10648584
942,94200,61.258115617015896,0.93840224,0.38356853,-0.11004064,0.75061035,0.07528459,-0.104964525
983,98300,35.758698587439795,0.98504186,-0.26653704,-0.09934701,0.7888466,-0.05222967,-0.10287097
1024,102400,88.40026764182096,0.8597225,0.36961225,-0.109811075,0.7699715,0.019432751,-0.10405123
1064,106400,45.344455974681246,0.9565281,0.35728785,-0.109608345,0.6275646,0.31785053,-0.108944446
1105,110500,71.00842601934853,0.9571902,0.13786593,-0.10599906,0.82921034,0.08253097,-0.10509251
1146,114600,45.328006614403726,0.6927725,0.029246867,-0.10421238,0.7651241,0.017624982,-0.10401832
1187,118700,60.10996261612573,0.9681101,0.050241135,-0.104557715,0.84427446,0.062191036,-0.10475064
1228,122800,96.01843033157637,0.87806696,0.32658502,-0.109103315,0.6317891,0.27483398,-0.10824449
1269,126900,102.54819377853475,0.6541655,0.1216537,-0.10573239,0.7089001,0.07223453,-0.10492229
1310,131000,100.26985334835986,0.91538185,0.24571787,-0.107773125,0.7502644,0.25671104,-0.107955925
1351,135100,89.3496414112288,0.9475295,0.25772688,-0.10797066,0.66034347,0.31705275,-0.108958215
1392,139200,167.27141145909607,0.9831485,0.18660367,-0.10680075,0.780356,0.23644012,-0.107627176
1433,143300,109.72044114904031,0.78370845,-0.25705126,-0.09950304,0.8099507,-0.3031382,-0.098755695
1474,147400,138.2536155460585,0.9751781,0.30312148,-0.10871736,0.7572343,0.17224513,-0.106575705
1515,151500,101.98828518130425,0.9123743,-0.27507755,-0.09920653,0.8112636,-0.32194883,-0.09843925
