Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
40,4000,NaN,0.95025516,-0.21936853,-0.10012289,0.69868577,0.22177422,-0.10739386
81,8100,-76.26073729691363,0.88721174,0.31226867,-0.108867824,0.797499,-0.0019927644,-0.103699006
122,12200,-74.69806832580959,0.69151944,-0.27696502,-0.09917548,0.82524127,-0.05603549,-0.10280802
163,16300,-47.51198792329285,0.99767166,-0.008874143,-0.103585325,0.73525035,-0.11255303,-0.10187886
204,20400,3.9571962918321453,0.8562834,0.19073048,-0.10686863,0.66034156,0.25292462,-0.10789473
245,24500,-3.9871004109797927,0.70219445,0.1868638,-0.106805034,0.70375866,0.25616837,-0.10793999
286,28600,19.117604342439087,0.6753699,-0.09422681,-0.10218135,0.7916612,-0.0070899804,-0.103617065
327,32700,42.495006619571825,0.96066844,-0.03800093,-0.103106216,0.8026787,-0.20437187,-0.10036869
368,36800,39.8470174711795,0.9360722,0.23517643,-0.10759973,0.7420847,0.25603595,-0.10795619
409,40900,47.45794733253012,0.7385466,-0.03529248,-0.10315077,0.7507494,-0.058233753,-0.102771826
450,45000,93.84536666246272,0.9810488,-0.27465218,-0.099213526,0.7984948,-0.27691892,-0.099174246
491,49100,119.67654088356343,0.5056643,-0.08439362,-0.1023431,0.7140183,-0.098380215,-0.10211253
532,53200,146.00573884153968,0.98884475,-0.26870906,-0.099311285,0.79662776,-0.2704566,-0.09927633
573,57300,109.96446878125263,0.71920013,0.13009588,-0.10587125,0.7345787,0.19986904,-0.1070227
614,61400,135.88633187523183,0.99120486,0.22549586,-0.107440494,0.798676,0.19812122,-0.10699489
655,65500,170.9723387929792,0.6243466,0.246332,-0.10778323,0.7284315,0.1633209,-0.106409706
696,69600,105.20103535872282,0.97087157,0.30485412,-0.10874586,0.8141747,0.15807101,-0.10633025
737,73700,186.33977563373867,0.92307186,-0.044518907,-0.102999,0.83570415,-0.08363033,-0.10234813
778,77800,188.542186162481,0.5951373,0.020407237,-0.104066975,0.7305543,-0.00963176,-0.10357157
819,81900,178.43529422964733,0.59564,0.08287422,-0.1050945,0.69077945,0.08162831,-0.10507468
860,86000,187.21884954368812,0.512707,0.21094678,-0.107201174,0.7059425,0.18081476,-0.10671173
901,90100,188.83469361058272,0.80319136,0.28953263,-0.108493835,0.7020099,0.1776608,-0.10666309
942,94200,197.3953275029856,0.93840224,0.38356853,-0.11004064,0.7349059,0.15327156,-0.10626431
983,98300,189.31466735438664,0.98504186,-0.26653704,-0.09934701,0.7994273,-0.12567228,-0.10166041
1024,102400,208.30297415260623,0.8597225,0.36961225,-0.109811075,0.76996756,0.019388331,-0.10405323
1064,106400,195.14742092597064,0.9565281,0.35728785,-0.109608345,0.88061404,0.33881095,-0.109315865
1105,110500,209.5287678494032,0.9571902,0.13786593,-0.10599906,0.9592727,0.1286602,-0.10584642
1146,114600,195.1865927532201,0.6927725,0.029246867,-0.10421238,0.71626645,-0.04329223,-0.10301913
1187,118700,208.23013363812075,0.9681101,0.050241135,-0.104557715,0.97227603,-0.036710065,-0.10312633
1228,122800,235.89890455136486,0.87806696,0.32658502,-0.109103315,0.8640326,0.23354545,-0.10756639
1269,126900,249.65347231319492,0.6541655,0.1216537,-0.10573239,0.6602806,0.077287234,-0.10500135
1310,131000,250.30761628552014,0.91538185,0.24571787,-0.107773125,0.90467066,0.25893253,-0.10800285
1351,135100,242.37978024686308,0.9475295,0.25772688,-0.10797066,0.8552756,0.2883548,-0.108480975
1392,139200,267.1814628613117,0.9831485,0.18660367,-0.10680075,0.91551965,0.19966175,-0.10701886
1433,143300,237.46998764577077,0.78370845,-0.25705126,-0.09950304,0.80360323,-0.33507603,-0.09821947
1474,147400,265.61344621772434,0.9751781,0.30312148,-0.10871736,0.87644655,0.23961656,-0.10766888
