Episode,Step,Reward,X-Target,Y-Target,Z-Target,X-Current,Y-Current,Z-Current 
40,4000,NaN,0.95025516,-0.21936853,-0.10012289,0.6947318,0.23724142,-0.10764038
81,8100,-78.64444650941981,0.88721174,0.31226867,-0.108867824,0.8000044,-0.012409377,-0.103524566
122,12200,-73.67850501948203,0.69151944,-0.27696502,-0.09917548,0.831204,-0.050414693,-0.1028975
163,16300,-47.93953596142253,0.99767166,-0.008874143,-0.103585325,0.7406809,-0.1119257,-0.10189315
204,20400,3.2299487187241787,0.8562834,0.19073048,-0.10686863,0.7107041,0.1817385,-0.10671225
245,24500,-3.5948738372876967,0.70219445,0.1868638,-0.106805034,0.70578784,0.2359946,-0.107613064
286,28600,18.58039339131012,0.6753699,-0.09422681,-0.10218135,0.77914345,0.08362128,-0.10511158
327,32700,39.7086665542674,0.96066844,-0.03800093,-0.103106216,0.807199,-0.17697577,-0.100816436
368,36800,36.486104698465596,0.9360722,0.23517643,-0.10759973,0.75557774,0.24231462,-0.10771515
409,40900,49.655511782502046,0.7385466,-0.03529248,-0.10315077,0.745358,-0.036399677,-0.10312947
450,45000,97.58369130836331,0.9810488,-0.27465218,-0.099213526,0.8071639,-0.28668436,-0.09900917
491,49100,131.60610413980567,0.5056643,-0.08439362,-0.1023431,0.6903083,-0.0666269,-0.10263473
532,53200,152.39013638289092,0.98884475,-0.26870906,-0.099311285,0.8041349,-0.28390828,-0.099060655
573,57300,132.17637993545472,0.71920013,0.13009588,-0.10587125,0.7323519,0.20363595,-0.107094124
614,61400,162.66425284839804,0.99120486,0.22549586,-0.107440494,0.84442776,0.15208825,-0.10623466
655,65500,197.78487073282676,0.6243466,0.246332,-0.10778323,0.7137565,0.1728757,-0.10657689
696,69600,152.41416587148225,0.97087157,0.30485412,-0.10874586,0.8313985,0.15277898,-0.10624985
737,73700,225.3332641891717,0.92307186,-0.044518907,-0.102999,0.8444887,-0.0892496,-0.10226361
778,77800,221.19725982856386,0.5951373,0.020407237,-0.104066975,0.7183457,-0.014115777,-0.10349761
819,81900,209.6030910909621,0.59564,0.08287422,-0.1050945,0.68153644,0.0801634,-0.105050564
860,86000,219.58882436684857,0.512707,0.21094678,-0.107201174,0.71301407,0.13765533,-0.10600039
901,90100,218.71295648472378,0.80319136,0.28953263,-0.108493835,0.73973083,0.12469772,-0.10578517
942,94200,230.29076573358103,0.93840224,0.38356853,-0.11004064,0.7699897,0.108357325,-0.10551603
983,98300,224.15881148331553,0.98504186,-0.26653704,-0.09934701,0.7879122,-0.04771852,-0.10294733
1024,102400,227.7596625802493,0.8597225,0.36961225,-0.109811075,0.76996493,0.0193851,-0.1040539
1064,106400,217.5959714911832,0.9565281,0.35728785,-0.109608345,0.90323436,0.3379483,-0.10928733
1105,110500,230.1494820467649,0.9571902,0.13786593,-0.10599906,0.9586232,0.14035416,-0.106040046
1146,114600,218.7673702455642,0.6927725,0.029246867,-0.10421238,0.7257026,-0.035741094,-0.10314586
1187,118700,225.33678162895836,0.9681101,0.050241135,-0.104557715,0.9729789,0.00935183,-0.103881314
1228,122800,251.76970789266667,0.87806696,0.32658502,-0.109103315,0.87811726,0.2539099,-0.10790067
1269,126900,261.66902866242435,0.6541655,0.1216537,-0.10573239,0.67662895,0.034125853,-0.104291916
1310,131000,263.597866621016,0.91538185,0.24571787,-0.107773125,0.9061486,0.24251011,-0.10771939
1351,135100,259.2512173165461,0.9475295,0.25772688,-0.10797066,0.8596673,0.307166,-0.10879905
1392,139200,280.968802958789,0.9831485,0.18660367,-0.10680075,0.92299896,0.19734117,-0.10697545
1433,143300,256.08852883463396,0.78370845,-0.25705126,-0.09950304,0.7950473,-0.29930222,-0.09880896
1474,147400,283.2489174962115,0.9751781,0.30312148,-0.10871736,0.8915556,0.22864014,-0.10748112
